Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
2544,5,1,1.453,FEM,E,52
2545,2,11,227.968,MAS,C3,53
2546,5,2,38.273,MAS,C3,55
2547,1,12,419.396,MAS,D,40
2548,3,3,52.919,FEM,D,51
2549,1,4,55.781,MAS,ABC1,56
2550,2,7,180.711,MAS,C3,53
2551,5,3,27.476,MAS,D,56
2552,4,3,45.573,FEM,C3,46
2553,1,5,72.726,MAS,C3,55
2554,1,9,329.866,FEM,D,57
2555,1,12,399.121,MAS,C3,61
2556,1,2,27.634,MAS,D,56
2557,1,4,70.135,MAS,C3,53
2558,1,9,270.706,FEM,E,54
2559,4,1,5.168,FEM,E,55
2560,1,2,31.731,MAS,D,53
2561,3,4,40.748,FEM,E,58
2562,1,12,1303.187,FEM,C3,56
2563,1,12,661.894,FEM,E,54
2564,1,1,20.613,FEM,E,55
2565,2,6,59.131,FEM,C3,55
2566,4,6,167.647,MAS,C3,55
2567,1,1,14.37,MAS,C3,56
2568,2,1,37.123,FEM,D,57
2569,8,3,47.335,MAS,C3,53
2570,1,3,154.445,FEM,C3,51
2571,2,7,155.029,MAS,D,53
2572,8,1,1.714,FEM,D,52
2573,1,1,4.42,MAS,C2,50
2574,2,1,3.353,FEM,D,51
2575,3,5,25.713,MAS,C3,56
2576,2,3,13.076,FEM,D,57
2577,1,5,46.824,FEM,ABC1,54
2578,1,1,5.008,MAS,C3,56
2579,1,6,237.318,FEM,C3,54
2580,1,6,70.237,FEM,ABC1,58
2581,1,7,166.744,FEM,D,60
2582,2,9,232.485,MAS,ABC1,52
2583,1,6,112.708,MAS,E,51
2584,1,6,48.524,MAS,C3,59
2585,2,9,152.946,FEM,C3,53
2586,1,8,138.348,MAS,C2,54
2587,1,9,177.513,MAS,C3,53
2588,8,2,4.382,MAS,D,55
2589,1,12,42.369,MAS,D,53
2590,1,12,446.114,FEM,C3,54
2591,2,4,69.891,MAS,D,54
2592,1,4,57.301,MAS,C3,54
2593,3,2,32.255,MAS,E,53
2594,2,7,226.987,FEM,C3,49
2595,1,2,19.94,FEM,D,55
2596,1,12,423.129,MAS,ABC1,49
2597,1,5,130.1,MAS,C3,55
2598,1,3,13.689,MAS,D,55
2599,3,4,50.663,FEM,C2,47
2600,1,4,22.011,MAS,C3,50
2601,10,1,4.445,MAS,C3,52
2602,2,10,431.779,FEM,C3,55
2603,1,2,4.916,MAS,C3,55
2604,1,4,129.55,FEM,D,54
2605,1,8,126.904,FEM,D,54
2606,1,11,670.035,MAS,D,50
2607,1,9,87.962,FEM,E,53
2608,1,3,61.046,MAS,D,52
2609,1,11,774.46,FEM,C3,52
2610,1,11,215.317,FEM,D,52
2611,2,3,19.008,FEM,C3,50
2612,1,8,202.113,FEM,ABC1,44
2613,1,7,134.55,FEM,D,54
2614,1,12,284.635,MAS,ABC1,48
2615,5,2,23.42,FEM,C3,52
2616,1,4,41.2,MAS,C3,44
2617,7,1,7.496,MAS,D,54
2618,4,3,22.055,MAS,D,53
2619,2,3,155.149,FEM,C3,53
2620,2,9,256.144,MAS,E,52
2621,1,6,65.913,FEM,C3,52
2622,2,7,183.477,MAS,C3,52
2623,1,2,33.529,FEM,E,56
2624,1,5,51.248,FEM,D,57
2625,2,2,36.501,FEM,C3,57
2626,7,1,10.218,FEM,D,55
2627,1,1,5.621,FEM,C3,57
2628,2,8,29.927,FEM,C3,41
2629,1,4,33.706,MAS,C3,55
2630,2,1,14.243,MAS,D,57
2631,1,8,319.825,FEM,C3,52
2632,1,3,33.806,MAS,E,58
2633,3,4,100.555,MAS,C3,55
2634,1,11,261.3,MAS,D,56
2635,1,4,16.821,FEM,C3,56
2636,4,4,53.505,MAS,D,57
2637,1,11,163.695,MAS,C3,58
2638,9,1,7.052,MAS,D,58
2639,2,10,454.535,FEM,C3,56
2640,5,1,25.692,FEM,,59
2641,1,10,293.955,MAS,C2,53
2642,1,8,68.069,FEM,C3,55
2643,1,9,275.014,MAS,ABC1,57
2644,1,7,346.086,MAS,C2,52
2645,5,1,12.588,MAS,C3,55
2646,6,2,15.65,FEM,E,53
2647,1,12,661.239,MAS,C3,51
2648,1,11,275.818,FEM,C3,55
2649,1,10,174.629,FEM,C3,54
2650,5,2,41.23,MAS,ABC1,53
2651,1,2,3.336,FEM,E,51
2652,9,1,15.874,MAS,E,55
2653,6,1,2.882,FEM,D,56
2654,1,4,97.448,MAS,D,52
2655,3,7,46.024,MAS,D,54
2656,1,11,223.323,FEM,E,54
2657,1,10,363.829,FEM,C2,53
2658,1,11,272.038,FEM,D,55
2659,6,2,22.607,FEM,ABC1,54
2660,1,10,193.339,FEM,C3,48
2661,1,5,168.049,FEM,E,54
2662,1,1,14.543,FEM,D,54
2663,1,8,141.224,MAS,C3,48
2664,11,2,27.529,FEM,C3,55
2665,1,8,134.818,MAS,C3,54
2666,1,12,564.635,MAS,C3,50
2667,2,6,50.604,FEM,E,52
2668,3,6,183.11,FEM,ABC1,42
2669,7,4,51.052,FEM,E,54
2670,2,1,15.651,MAS,D,52
2671,2,4,71.756,MAS,C3,53
2672,10,1,11.01,MAS,ABC1,56
2673,1,12,213.357,FEM,C3,54
2674,1,11,261.55,FEM,C3,55
2675,1,1,3.185,FEM,E,55
2676,1,9,43.907,MAS,D,54
2677,1,8,71.739,MAS,C3,54
2678,3,2,5.017,FEM,E,54
2679,1,7,122.788,FEM,C3,51
2680,3,3,22.587,MAS,C3,53
2681,1,6,127.918,FEM,C3,51
2682,2,3,32.021,MAS,C2,52
2683,1,10,352.554,FEM,C2,54
2684,1,6,53.642,MAS,ABC1,51
2685,1,6,100.281,FEM,D,54
2686,1,1,14.052,MAS,D,52
2687,2,4,94.203,FEM,ABC1,51
2688,1,12,4640.357,MAS,C2,50
2689,1,7,132.606,MAS,C3,49
2690,6,3,15.663,MAS,C3,51
2691,1,6,149.286,MAS,E,54
2692,1,6,328.29,FEM,ABC1,64
2693,2,9,393.108,MAS,C3,52
2694,3,2,6.551,FEM,E,52
2695,1,3,65.807,FEM,ABC1,50
2696,1,1,2.916,FEM,D,52
2697,1,4,160.318,FEM,ABC1,41
2698,4,5,40.455,FEM,E,56
2699,1,12,446.618,MAS,C3,56
2700,1,12,536.738,MAS,C3,55
2701,1,8,144.767,FEM,C3,52
2702,1,9,125.623,FEM,D,54
2703,1,6,158.053,MAS,D,58
2704,1,9,109.08,MAS,D,56
2705,1,2,219.429,MAS,C2,54
2706,2,8,149.324,FEM,C3,54
2707,1,11,209.662,FEM,C3,54
2708,4,2,11.026,MAS,C3,56
2709,1,2,21.238,MAS,C3,54
2710,2,4,79.867,MAS,C3,55
2711,1,11,252.347,FEM,C3,55
2712,7,2,66.744,MAS,C3,55
2713,11,2,45.711,FEM,E,57
2714,7,2,31.319,MAS,C2,50
2715,1,11,596.756,MAS,C3,54
2716,1,12,410.024,FEM,C3,52
2717,5,6,80.469,MAS,ABC1,55
2718,1,5,116.869,FEM,ABC1,52
2719,1,11,434.478,FEM,C3,49
2720,1,7,136.339,FEM,ABC1,55
2721,1,4,6.975,MAS,E,55
2722,4,5,136.871,MAS,D,55
2723,1,11,374.624,MAS,E,54
2724,1,4,30.134,MAS,C3,56
2725,1,6,99.17,MAS,D,55
2726,2,3,60.029,FEM,D,55
2727,2,5,44.329,FEM,C3,55
2728,1,8,100.771,MAS,C3,49
2729,3,5,53.186,MAS,C2,50
2730,1,3,19.089,MAS,C3,55
2731,1,9,142.683,FEM,C3,53
2732,1,4,75.497,MAS,E,54
2733,1,6,38.594,MAS,C3,55
2734,9,1,9.826,FEM,C3,54
2735,2,6,105.377,MAS,C3,53
2736,1,6,536.965,MAS,ABC1,54
2737,1,12,244.456,MAS,C3,53
2738,9,3,12.521,FEM,E,56
2739,1,12,1669.091,MAS,C3,52
2740,1,5,166.821,MAS,C3,54
2741,1,1,3.4,MAS,D,54
2742,1,12,303.638,FEM,ABC1,49
2743,1,12,971.761,MAS,C3,51
2744,6,3,36.114,FEM,E,52
2745,2,5,119.708,FEM,C3,56
2746,2,2,11.58,FEM,D,54
2747,2,4,51.759,FEM,D,56
2748,4,4,34.06,FEM,D,56
2749,1,8,19.138,FEM,E,59
2750,1,6,44.113,FEM,D,62
2751,1,10,286.512,MAS,C3,53
2752,10,1,10.076,MAS,E,55
2753,1,10,92.995,FEM,C3,54
2754,1,10,429.739,FEM,C3,50
2755,1,9,153.934,FEM,D,55
2756,6,1,6.109,FEM,E,52
2757,1,12,447.522,MAS,ABC1,53
2758,2,9,245.187,FEM,E,54
2759,1,9,188.587,MAS,ABC1,53
2760,6,3,38.412,FEM,D,55
2761,2,9,305.62,FEM,C3,49
2762,1,6,63.912,MAS,C3,50
2763,1,12,454.336,FEM,C3,53
2764,1,8,60.776,FEM,C3,53
2765,7,3,23.176,FEM,C3,53
2766,9,1,24.445,FEM,D,50
2767,1,1,3.412,FEM,E,53
2768,1,10,183.501,MAS,E,51
2769,1,12,441.478,MAS,D,54
2770,1,5,81.683,FEM,D,53
2771,11,1,7.555,FEM,D,54
2772,3,1,1.882,FEM,C3,54
2773,1,2,30.476,FEM,C3,54
2774,1,6,46.066,FEM,E,54
2775,3,3,54.197,FEM,E,51
2776,1,6,83.017,FEM,E,57
2777,1,4,130.276,FEM,C3,55
2778,1,8,82.732,FEM,E,56
2779,2,2,19.592,MAS,C3,57
2780,3,2,44.871,MAS,C2,52
2781,5,5,60.116,MAS,C3,56
2782,12,1,3.933,FEM,E,57
2783,6,2,52.728,FEM,C2,43
2784,7,1,19.303,MAS,C2,56
2785,6,3,30.353,MAS,C3,51
2786,1,12,453.829,MAS,C3,56
2787,10,1,16.154,FEM,D,57
2788,1,10,152.226,MAS,C3,56
2789,3,2,24.187,FEM,C3,59
2790,3,3,68.748,MAS,D,55
2791,3,3,75.03,FEM,C3,52
2792,2,2,41.422,MAS,C3,53
2793,4,2,15.755,FEM,C3,59
2794,1,7,72.141,FEM,C3,54
2795,1,5,15.455,FEM,E,54
2796,11,1,16.371,FEM,C3,53
2797,4,5,171.821,FEM,C3,56
2798,1,11,278.703,MAS,D,52
2799,3,8,75.381,MAS,C3,53
2800,2,3,18.933,FEM,C3,56
2801,1,12,713.576,MAS,D,53
2802,5,1,4.534,MAS,C3,54
2803,6,2,21.504,MAS,C3,56
2804,2,5,57.405,FEM,C3,42
2805,9,1,23.217,FEM,C3,54
2806,1,12,132.403,FEM,C3,53
2807,1,10,426.817,FEM,C3,56
2808,1,11,540.276,FEM,D,55
2809,1,3,18.37,FEM,E,61
2810,1,10,76.875,FEM,D,43
2811,2,5,71.455,FEM,C3,55
2812,1,6,188.312,FEM,D,39
2813,2,4,86.712,MAS,C3,54
2814,1,6,170.913,FEM,E,57
2815,1,9,198.738,FEM,ABC1,55
2816,3,4,63.779,FEM,D,59
2817,1,10,307.913,FEM,ABC1,51
2818,8,2,6.454,FEM,C2,57
2819,1,3,46.511,FEM,D,55
2820,1,9,134.109,MAS,C3,55
2821,2,4,37.418,FEM,E,55
2822,1,9,1005.568,MAS,ABC1,49
2823,1,11,600.866,FEM,E,56
2824,3,3,62.934,FEM,E,56
2825,3,5,120.482,FEM,C3,44
2826,1,1,17.496,MAS,D,18
2827,8,1,6.412,MAS,D,51
2828,4,2,37.993,MAS,C3,53
2829,4,1,6.042,FEM,C3,56
2830,5,2,13.81,FEM,D,56
2831,1,5,40.371,FEM,D,55
2832,2,2,18.449,FEM,E,54
2833,1,8,154.268,FEM,D,50
2834,8,2,21.613,MAS,C2,52
2835,1,8,192.649,MAS,C3,54
2836,2,11,387.774,FEM,C3,54
2837,3,1,16.56,MAS,C3,54
2838,3,5,32.61,MAS,ABC1,54
2839,1,3,87.293,MAS,D,55
2840,1,4,66.662,MAS,C3,52
2841,1,7,149.424,MAS,E,52
2842,2,3,41.901,MAS,D,54
2843,6,4,74.861,MAS,,53
2844,3,3,14.779,FEM,D,55
2845,4,1,20.916,FEM,E,44
2846,1,10,203.053,MAS,C3,54
2847,2,5,59.515,FEM,C3,53
2848,1,1,11.45,MAS,,55
2849,4,4,22.954,FEM,C3,55
2850,1,4,33.615,MAS,E,53
2851,2,4,61.665,FEM,C3,54
2852,9,2,20.285,MAS,C2,49
2853,8,1,6.697,MAS,D,51
2854,2,1,26.655,MAS,D,53
2855,1,9,134.43,FEM,C3,56
2856,1,10,638.275,MAS,C3,47
2857,1,11,526.182,MAS,ABC1,53
2858,4,2,21.926,FEM,D,54
2859,2,6,145.876,FEM,C3,51
2860,1,12,602.563,MAS,C3,54
2861,1,11,648.116,FEM,E,56
2862,1,12,538.936,FEM,C3,42
2863,1,11,18.745,MAS,E,57
2864,1,9,120.218,MAS,ABC1,53
2865,1,8,258.079,MAS,C3,56
2866,1,1,1.55,MAS,D,56
2867,1,1,18.421,MAS,D,54
2868,1,12,493.213,FEM,C3,55
2869,1,11,164.098,FEM,C3,55
2870,1,11,430.813,FEM,ABC1,40
2871,3,2,28.218,MAS,D,55
2872,1,5,71.031,FEM,D,56
2873,1,11,471.307,MAS,C3,53
2874,1,12,1189.197,FEM,D,57
2875,1,12,369.565,MAS,E,56
2876,1,7,307.766,MAS,C3,50
2877,1,11,274.746,MAS,D,54
2878,1,5,43.296,MAS,D,55
2879,1,5,80.397,MAS,C3,56
2880,8,2,20.757,MAS,C3,53
2881,2,10,111.461,FEM,D,50
2882,2,11,512.371,MAS,ABC1,52
2883,1,5,66.755,FEM,D,54
2884,1,12,174.532,MAS,C3,55
2885,4,4,81.184,MAS,ABC1,55
2886,1,6,62.903,MAS,D,53
2887,3,3,30.909,FEM,E,52
2888,1,12,1156.782,MAS,ABC1,54
2889,1,3,17.434,MAS,C3,52
2890,2,3,65.181,FEM,C3,54
2891,5,2,4.862,MAS,C3,54
2892,1,12,594.945,MAS,C3,56
2893,1,4,125.297,MAS,D,54
2894,1,2,23.672,MAS,D,51
2895,1,11,1045.234,MAS,C3,54
2896,1,6,80.868,FEM,E,16
2897,1,4,116.56,FEM,D,59
2898,3,4,18.085,FEM,C3,55
2899,1,5,140.912,FEM,E,55
2900,7,2,41.618,FEM,D,56
2901,2,5,48.813,FEM,D,59
2902,2,3,16.033,FEM,C3,55
2903,4,2,24.42,FEM,E,55
2904,2,5,9,FEM,D,57
2905,5,1,15.953,FEM,C3,56
2906,6,1,6.01,MAS,D,54
2907,1,4,48.283,FEM,C2,55
2908,1,6,72.435,MAS,D,54
2909,1,10,346.38,MAS,E,54
2910,1,10,191.09,MAS,C3,54
2911,3,1,1,FEM,C3,49
2912,1,2,44.283,MAS,D,54
2913,5,1,16.487,FEM,C3,53
2914,2,9,114.676,MAS,C3,52
2915,10,1,10.042,MAS,E,53
2916,1,1,12.001,FEM,E,56
2917,1,6,12.492,FEM,C3,53
2918,1,12,611.05,MAS,C2,51
2919,8,1,3.353,FEM,C3,52
2920,1,6,343.482,MAS,C3,53
2921,4,2,15.298,MAS,D,52
2922,1,10,198.241,FEM,E,54
2923,8,4,73.48,MAS,D,54
2924,7,2,32.293,MAS,D,54
2925,2,3,14.282,FEM,D,51
2926,1,1,1.84,MAS,E,52
2927,1,12,110.65,MAS,C3,50
2928,1,7,91.768,MAS,D,54
2929,1,5,43.755,FEM,C3,53
2930,1,5,60.738,FEM,E,56
2931,1,7,93.467,FEM,D,59
2932,3,6,55.183,FEM,E,55
2933,3,3,47.156,FEM,C3,50
2934,2,4,65.039,FEM,ABC1,53
2935,5,5,56.653,FEM,E,57
2936,1,7,117.39,MAS,C3,51
2937,2,4,32.563,MAS,ABC1,54
2938,1,4,49.143,FEM,C3,55
2939,1,7,92.829,FEM,ABC1,53
2940,1,11,387.005,FEM,ABC1,54
2941,2,2,7.487,MAS,D,55
2942,1,2,5.701,MAS,C3,
2943,2,2,22.843,MAS,C3,57
2944,2,6,208.319,MAS,C3,56
2945,1,12,1491.457,FEM,C3,55
2946,4,4,44.561,FEM,D,56
2947,1,4,29.066,FEM,D,46
2948,8,2,8.63,FEM,D,56
2949,1,10,321.179,MAS,D,53
2950,3,4,26.48,FEM,C3,56
2951,2,6,215.303,FEM,ABC1,40
2952,1,4,40.369,FEM,C3,56
2953,2,2,24.99,MAS,C3,41
2954,1,11,370.859,FEM,C3,45
2955,6,3,92.975,MAS,C2,52
2956,2,1,10.807,FEM,D,52
2957,4,2,17.328,MAS,E,55
2958,1,1,8.807,FEM,E,53
2959,2,8,134.104,FEM,D,54
2960,1,12,364.975,FEM,D,56
2961,1,8,188.796,FEM,ABC1,47
2962,1,6,127.579,FEM,E,55
2963,1,10,309.723,MAS,C3,53
2964,1,10,135.199,MAS,C3,54
2965,1,10,359.324,FEM,C2,53
2966,2,9,366.494,FEM,D,55
2967,1,2,12.503,FEM,E,56
2968,1,4,34.718,FEM,D,66
2969,6,1,10.076,FEM,E,56
2970,1,3,29.632,FEM,ABC1,53
2971,1,10,208.47,FEM,E,56
2972,2,5,326.382,FEM,C3,55
2973,2,2,10.599,MAS,D,55
2974,4,4,71.364,FEM,C3,54
2975,1,1,3.676,FEM,C3,57
2976,2,2,7.718,FEM,E,53
2977,5,2,34.495,FEM,D,55
2978,1,2,3.529,FEM,D,54
2979,11,1,19.628,MAS,D,54
2980,1,8,137.623,FEM,E,55
2981,3,8,21.182,FEM,C3,56
2982,1,3,28.532,FEM,,55
2983,2,3,47.131,FEM,C3,54
2984,1,4,84.238,FEM,ABC1,52
2985,2,4,31.656,FEM,E,58
2986,5,3,37.264,MAS,C3,52
2987,5,6,42.324,FEM,C3,54
2988,1,12,697.988,FEM,ABC1,53
2989,2,6,245.766,FEM,C3,53
2990,1,4,37.804,MAS,,55
2991,1,5,171.201,FEM,C3,54
2992,2,9,270.463,MAS,D,51
2993,2,4,87.6,FEM,C3,48
2994,5,1,0.813,FEM,C3,52
2995,1,11,400.644,MAS,C3,53
2996,1,9,78.376,FEM,D,53
2997,1,12,347.853,MAS,C3,50
2998,1,9,111.492,FEM,D,55
2999,8,2,13.723,FEM,E,53
3000,1,12,310.313,MAS,C3,54
3001,1,5,48.509,FEM,E,52
3002,7,1,26.875,MAS,C3,51
3003,5,4,32.883,FEM,D,54
3004,1,3,45.479,MAS,D,54
3005,1,3,63.966,FEM,ABC1,41
3006,4,1,5.034,FEM,C3,56
3007,3,7,341.005,FEM,E,57
3008,1,5,31.15,MAS,D,54
3009,1,5,16.721,MAS,D,56
3010,1,9,150.895,FEM,E,56
3011,9,2,32.46,FEM,C3,57
3012,1,5,95.36,FEM,C3,55
3013,1,6,35.206,MAS,C3,56
3014,1,8,130.574,MAS,C3,56
3015,1,1,3.899,MAS,D,55
3016,5,1,2.345,FEM,D,54
3017,1,5,107.952,FEM,C3,55
3018,1,12,628.548,MAS,D,54
3019,1,12,55.086,MAS,C3,54
3020,4,2,4.647,MAS,,56
3021,1,4,34.218,FEM,C3,55
3022,1,10,267.231,MAS,C3,56
3023,1,12,619.682,MAS,ABC1,56
3024,1,2,12.558,MAS,C3,52
3025,1,5,16.12,MAS,C3,53
3026,1,2,32.448,MAS,C3,53
3027,1,7,48.459,MAS,C3,55
3028,2,5,52.13,MAS,ABC1,53
3029,1,12,168.093,FEM,E,49
3030,2,1,39.866,,C3,
3031,1,5,37.899,MAS,D,55
3032,1,5,114.639,FEM,,57
3033,2,6,161.65,FEM,C3,51
3034,1,1,22.862,MAS,,41
3035,1,7,99.961,FEM,D,54
3036,1,10,302.211,FEM,C3,53
3037,2,4,93.027,FEM,E,55
3038,2,8,407.168,MAS,C3,54
3039,1,5,56.769,FEM,C3,56
3040,2,1,1.985,MAS,C3,55
3041,1,2,32.959,FEM,C3,57
3042,1,5,8.549,MAS,E,54
3043,2,3,19.945,MAS,C2,54
3044,9,1,3.092,MAS,C3,53
3045,1,7,125.832,MAS,D,54
3046,1,12,465.324,FEM,C3,42
3047,1,1,35.072,FEM,C3,55
3048,1,12,478.995,FEM,C3,54
3049,1,8,240.924,FEM,E,54
3050,1,9,878.903,FEM,C2,50
3051,2,1,4.685,FEM,D,52
3052,1,9,320.604,FEM,C3,54
3053,1,10,303.889,FEM,E,51
3054,3,9,162.718,FEM,C3,48
3055,1,5,185.624,MAS,D,41
3056,5,2,47.882,MAS,C3,52
3057,1,12,198.677,FEM,E,39
3058,1,4,29.224,MAS,,56
3059,1,12,303.597,FEM,C3,52
3060,1,10,116.147,MAS,D,52
3061,4,2,17.349,FEM,C3,53
3062,2,8,248.255,MAS,ABC1,52
3063,2,6,88.434,FEM,D,54
3064,1,11,205.192,FEM,D,53
3065,1,11,392.888,FEM,E,53
3066,7,1,4.53,FEM,E,51
3067,1,9,105.708,MAS,C3,54
3068,1,12,569.97,FEM,D,52
3069,1,9,211.477,FEM,E,52
3070,1,10,161.068,MAS,C2,49
3071,9,1,24.151,MAS,C3,52
3072,1,5,38.626,FEM,C3,52
3073,6,5,89.554,FEM,D,37
3074,1,2,18.325,MAS,D,54
3075,7,2,15.269,MAS,D,53
3076,4,2,34.521,MAS,D,53
3077,2,9,145.431,MAS,ABC1,52
3078,1,4,79.176,FEM,C3,53
3079,1,10,192.739,FEM,D,57
3080,2,7,127.589,FEM,C3,57
3081,3,8,115.594,MAS,E,53
3082,4,1,13.643,FEM,C3,53
3083,1,12,794.876,FEM,C3,57
3084,2,7,123.768,FEM,ABC1,56
3085,1,10,321.832,FEM,C3,56
3086,3,4,65.72,MAS,C3,56
3087,1,12,768.159,FEM,C3,55
3088,1,5,97.57,MAS,C3,54
3089,1,5,103.183,FEM,C3,57
3090,9,3,17.621,FEM,E,52
3091,1,5,136.796,FEM,ABC1,58
3092,3,1,9.983,FEM,C3,56
3093,2,10,353.751,FEM,C3,55
3094,1,1,43.847,MAS,D,53
3095,1,1,20,FEM,D,45
3096,2,7,97.334,FEM,C3,43
3097,1,8,167.744,FEM,D,54
3098,1,4,51.737,MAS,C3,52
3099,1,2,48.407,MAS,C3,56
3100,4,4,60.503,MAS,C3,54
3101,1,2,17.997,FEM,C3,57
3102,1,9,100.555,FEM,D,55
3103,2,10,123.426,MAS,D,54
3104,1,6,90.922,FEM,C3,51
3105,2,5,37.311,FEM,D,55
3106,1,2,8.454,MAS,D,50
3107,2,2,52.792,FEM,C3,52
3108,7,4,12.222,FEM,C3,56
3109,1,10,165.033,FEM,D,55
3110,1,12,373.345,FEM,D,55
3111,2,4,35.859,FEM,C3,55
3112,8,3,72.616,FEM,C3,42
3113,2,1,3.134,FEM,E,51
3114,1,1,33.354,MAS,D,55
3115,3,1,15.913,MAS,ABC1,54
3116,1,11,74.797,MAS,C3,52
3117,1,12,1422.964,MAS,E,51
3118,1,2,10.892,FEM,D,57
3119,1,4,46.335,MAS,C3,50
3120,1,7,92.687,FEM,C3,55
3121,2,8,124.952,FEM,E,54
3122,3,4,11.072,MAS,D,53
3123,1,3,100.781,FEM,C3,52
3124,2,3,26.598,FEM,E,49
3125,5,2,10.955,MAS,C2,51
3126,3,7,143.501,MAS,ABC1,53
3127,2,8,112.867,FEM,D,56
3128,1,12,1332.411,MAS,C3,53
3129,2,7,87.461,FEM,C2,55
3130,6,2,34.303,FEM,D,55
3131,1,8,138.685,FEM,D,56
3132,1,4,14.269,MAS,D,49
3133,11,1,5.529,FEM,C2,57
3134,4,5,67.915,MAS,ABC1,49
3135,7,4,95.963,MAS,C3,55
3136,2,7,79.334,FEM,C3,53
3137,1,12,1390.723,FEM,C3,54
3138,1,8,367.661,FEM,E,54
3139,1,12,1508.313,MAS,D,52
3140,1,7,174.514,,C3,
3141,3,6,156.092,FEM,C3,54
3142,1,9,490.908,MAS,E,50
3143,1,11,193.488,FEM,E,54
3144,1,4,106.753,FEM,C3,50
3145,1,9,428.82,MAS,D,52
3146,2,10,131.553,MAS,ABC1,51
3147,6,2,4.354,FEM,C3,54
3148,1,3,37.455,FEM,C3,54
3149,1,4,24.819,FEM,C3,51
3150,1,5,100.356,FEM,C3,55
3151,1,12,500.397,FEM,C3,50
3152,1,11,441.039,FEM,C3,51
3153,3,1,2.676,FEM,D,54
3154,4,3,51.336,FEM,C3,53
3155,1,4,83.857,FEM,,57
3156,1,3,16.534,MAS,C3,53
3157,4,1,9.957,MAS,E,53
3158,5,5,71.816,FEM,D,40
3159,1,1,5.261,MAS,C3,54
3160,1,10,282.932,MAS,E,55
3161,1,5,86.133,FEM,C3,58
3162,1,12,400.271,FEM,ABC1,51
3163,11,2,24.172,MAS,D,55
3164,1,12,975.792,FEM,ABC1,57
3165,12,1,16.798,FEM,E,56
3166,3,7,318.778,FEM,C3,56
3167,1,9,202.32,FEM,ABC1,46
3168,1,12,1044.523,FEM,ABC1,48
3169,3,4,53.237,MAS,C3,55
3170,1,11,279.669,FEM,C3,56
3171,1,5,122.088,MAS,C2,56
3172,4,1,21.603,FEM,C2,56
3173,2,5,114.376,FEM,D,48
3174,3,3,18.076,FEM,C3,62
3175,3,1,5.85,MAS,C3,49
3176,1,11,1887.087,MAS,C3,52
3177,1,11,165.858,FEM,C3,57
3178,12,1,12.756,FEM,C3,56
3179,3,10,441.996,FEM,D,52
3180,1,10,202.403,FEM,ABC1,55
3181,1,12,562.269,MAS,D,54
3182,1,11,289.218,MAS,C3,55
3183,11,1,7.387,FEM,C3,57
3184,2,3,42.832,FEM,D,56
3185,1,2,40.025,MAS,,55
3186,7,1,14.109,MAS,D,55
3187,1,8,232.658,FEM,C3,53
3188,3,9,586.59,MAS,E,53
3189,1,4,94.508,MAS,C2,53
3190,2,10,229.072,MAS,C2,47
3191,2,6,39.218,MAS,D,54
3192,8,2,33.428,FEM,D,55
3193,1,5,82.558,FEM,C2,54
3194,1,12,176.055,FEM,C3,54
3195,2,4,72.902,MAS,ABC1,37
3196,12,1,11.008,FEM,D,53
3197,3,8,199.963,MAS,C3,52
3198,1,12,521.518,MAS,D,53
3199,1,8,461.926,FEM,ABC1,54
3200,1,3,39.933,MAS,C3,54
3201,1,1,28.584,FEM,E,52
3202,2,6,67.145,FEM,C3,53
3203,1,11,144.371,FEM,D,53
3204,1,6,232.192,MAS,ABC1,52
3205,2,6,64.031,MAS,C3,54
3206,1,7,434,MAS,ABC1,50
3207,2,6,52.26,FEM,C3,54
3208,3,1,23.718,FEM,E,57
3209,3,3,46.792,MAS,E,54
3210,2,2,10.015,MAS,C3,53
3211,3,5,43.992,MAS,ABC1,41
3212,2,7,82.324,FEM,C3,54
3213,6,2,21.16,MAS,D,52
3214,1,4,61.665,FEM,C3,54
3215,1,11,302.282,FEM,C3,52
3216,3,1,27.426,MAS,D,53
3217,1,12,907.45,MAS,ABC1,54
3218,1,4,63.054,FEM,D,53
3219,1,1,18.479,FEM,C3,53
3220,4,1,8.454,FEM,E,55
3221,1,5,24.992,MAS,D,55
3222,1,10,211.723,MAS,D,53
3223,2,2,10.883,FEM,E,55
3224,1,6,130.239,FEM,C3,54
3225,1,12,737.224,FEM,ABC1,54
3226,1,2,21.697,MAS,C3,53
3227,1,9,152.539,MAS,C3,53
3228,7,2,10.601,FEM,E,51
3229,1,9,64.555,FEM,D,53
3230,1,11,273.753,MAS,C3,54
3231,3,2,17.566,MAS,D,54
3232,6,2,2.647,MAS,C3,55
3233,1,2,27.287,FEM,C3,55
3234,2,6,74.612,MAS,ABC1,56
3235,1,8,170.58,MAS,C3,52
3236,1,12,245.413,MAS,D,51
3237,1,1,2.474,MAS,D,57
3238,3,5,81.724,MAS,D,53
3239,2,3,21.622,FEM,C3,49
3240,6,1,7.777,MAS,ABC1,52
3241,3,7,86.32,FEM,E,56
3242,4,2,23.218,FEM,C3,55
3243,1,10,177.264,FEM,D,54
3244,1,2,23.367,MAS,C3,54
3245,1,9,287.573,MAS,C3,55
3246,2,2,18.757,FEM,C3,55
3247,1,12,94.299,FEM,E,53
3248,1,4,52.037,FEM,C3,55
3249,11,1,1.168,FEM,E,55
3250,1,2,21.783,FEM,C3,55
